항목,종류,월,구분,주차,값
sales_region1,실적,5,주차,W23,0.0
sales_region1,실적,6,주차,W23,0.0
sales_region1,실적,6,주차,W24,0.0
sales_region1,실적,6,주차,W25,0.0
sales_region1,실적,6,주차,W26,0.0
sales_region1,실적,6,주차,W27,0.0
sales_region1,실적,7,주차,W27,0.0
sales_region1,실적,7,주차,W28,0.0
sales_region1,실적,7,주차,W29,0.0
sales_region1,실적,7,주차,W30,0.0
sales_region1,실적,7,주차,W31,0.0
sales_region1,실적,8,주차,W31,0.0
sales_region1,실적,8,주차,W32,0.0
sales_region1,실적,8,주차,W33,0.0
sales_region1,실적,8,주차,W34,0.0
sales_region1,실적,8,주차,W35,0.0
sales_region1,실적,8,주차,W36,0.0
sales_region1,실적,9,주차,W36,0.0
sales_region1,실적,9,주차,W37,0.0
sales_region1,실적,9,주차,W38,0.0
sales_region1,실적,9,주차,W39,0.0
sales_region1,실적,9,주차,W40,0.0
sales_region1,실적,10,주차,W40,0.0
sales_region1,실적,10,주차,W41,0.0
sales_region1,실적,10,주차,W42,0.0
sales_region1,실적,10,주차,W43,0.0
sales_region1,실적,10,주차,W44,0.0
sales_region1,실적,11,주차,W45,0.0
sales_region1,실적,11,주차,W46,0.0
sales_region1,실적,11,주차,W47,0.0
sales_region1,실적,11,주차,W48,0.0
sales_region1,실적,11,주차,W49,0.0
sales_region1,실적,12,주차,W49,0.0
sales_region1,실적,12,주차,W50,0.0
sales_region1,실적,12,주차,W51,0.0
sales_region1,실적,12,주차,W52,0.0
sales_region1,실적,12,주차,W53,0.0
sales_region2,목표,1,월계,,120.54605248
sales_region2,목표,2,월계,,-4.766698999999996
sales_region2,목표,3,월계,,226.045879
sales_region2,목표,4,월계,,208.3745763
sales_region2,목표,5,월계,,0.0
sales_region2,목표,6,월계,,0.0
sales_region2,목표,7,월계,,0.0
sales_region2,목표,8,월계,,0.0
sales_region2,목표,9,월계,,0.0
sales_region2,목표,10,월계,,0.0
sales_region2,목표,11,월계,,0.0
sales_region2,목표,12,월계,,0.0
sales_region2,실적,1,월계,,83.71517593
sales_region2,실적,2,월계,,-50.35491177
sales_region2,실적,3,월계,,141.50730045
sales_region2,실적,4,월계,,14.329179839999995
quality,목표,1,월계,,21.433606589999975
quality,목표,1,주차,W1,21.433606589999975
quality,목표,1,주차,W2,21.433606589999975
quality,목표,1,주차,W3,21.433606589999975
quality,목표,1,주차,W4,21.433606589999975
quality,목표,1,주차,W5,21.433606589999975
quality,목표,2,월계,,-156.65439224000002
quality,목표,2,주차,W6,-156.65439224000002
quality,목표,2,주차,W7,-156.65439224000002
quality,목표,2,주차,W8,-156.65439224000002
quality,목표,2,주차,W9,-156.65439224000002
quality,목표,3,월계,,-50.50110723000002
quality,목표,3,주차,W10,-50.50110723000002
quality,목표,3,주차,W11,-50.50110723000002
quality,목표,3,주차,W12,-50.50110723000002
quality,목표,3,주차,W13,-50.50110723000002
quality,목표,3,주차,W14,-50.50110723000002
quality,목표,4,월계,,-190.85531208999998
quality,목표,4,주차,W14,-190.85531208999998
quality,목표,4,주차,W15,-190.85531208999998
quality,목표,4,주차,W16,-190.85531208999998
quality,목표,4,주차,W17,-190.85531208999998
quality,목표,4,주차,W18,-190.85531208999998
quality,목표,5,월계,,0.0
quality,목표,5,주차,W18,0.0
quality,목표,5,주차,W19,0.0
quality,목표,5,주차,W20,0.0
quality,목표,5,주차,W21,0.0
quality,목표,5,주차,W22,0.0
quality,목표,5,주차,W23,0.0
quality,목표,6,월계,,0.0
quality,목표,6,주차,W23,0.0
quality,목표,6,주차,W24,0.0
quality,목표,6,주차,W25,0.0
quality,목표,6,주차,W26,0.0
quality,목표,6,주차,W27,0.0
quality,목표,7,월계,,0.0
quality,목표,7,주차,W27,0.0
quality,목표,7,주차,W28,0.0
quality,목표,7,주차,W29,0.0
quality,목표,7,주차,W30,0.0
quality,목표,7,주차,W31,0.0
quality,목표,8,월계,,0.0
quality,목표,8,주차,W31,0.0
quality,목표,8,주차,W32,0.0
quality,목표,8,주차,W33,0.0
quality,목표,8,주차,W34,0.0
quality,목표,8,주차,W35,0.0
quality,목표,8,주차,W36,0.0
quality,목표,9,월계,,0.0
quality,목표,9,주차,W36,0.0
quality,목표,9,주차,W37,0.0
quality,목표,9,주차,W38,0.0
quality,목표,9,주차,W39,0.0
quality,목표,9,주차,W40,0.0
quality,목표,10,월계,,0.0
quality,목표,10,주차,W40,0.0
quality,목표,10,주차,W41,0.0
quality,목표,10,주차,W42,0.0
quality,목표,10,주차,W43,0.0
quality,목표,10,주차,W44,0.0
quality,목표,11,월계,,0.0
quality,목표,11,주차,W45,0.0
quality,목표,11,주차,W46,0.0
quality,목표,11,주차,W47,0.0
quality,목표,11,주차,W48,0.0
quality,목표,11,주차,W49,0.0
quality,목표,12,월계,,0.0
quality,목표,12,주차,W49,0.0
quality,목표,12,주차,W50,0.0
quality,목표,12,주차,W51,0.0
quality,목표,12,주차,W52,0.0
quality,목표,12,주차,W53,0.0
quality,실적,1,월계,,87.08657663999998
quality,실적,1,주차,W1,21.433606589999975
quality,실적,1,주차,W2,21.433606589999975
quality,실적,1,주차,W3,21.433606589999975
quality,실적,1,주차,W4,21.433606589999975
quality,실적,1,주차,W5,21.433606589999975
quality,실적,2,월계,,-104.66769648000002
quality,실적,2,주차,W6,-190.79173954000004
quality,실적,2,주차,W7,-22.81598454000001
quality,실적,2,주차,W8,31.445070539999996
quality,실적,2,주차,W9,-22.81598454000001
quality,실적,3,월계,,53.15019403
quality,실적,3,주차,W10,-35.95769452999999
quality,실적,3,주차,W11,120.61108965000003
quality,실적,3,주차,W12,78.61794692
quality,실적,3,주차,W13,-52.732407759999994
quality,실적,3,주차,W14,78.61794692
quality,실적,4,월계,,-86.52719828999997
quality,실적,4,주차,W14,-149.993431
quality,실적,4,주차,W15,69.34724751
quality,실적,4,주차,W16,-77.25558412
quality,실적,4,주차,W17,69.34724751
quality,실적,4,주차,W18,-77.25558412
quality,실적,5,주차,W18,0.0
quality,실적,5,주차,W19,0.0
quality,실적,5,주차,W20,0.0
quality,실적,5,주차,W21,0.0
quality,실적,5,주차,W22,0.0
quality,실적,5,주차,W23,0.0
quality,실적,6,주차,W23,0.0
quality,실적,6,주차,W24,0.0
quality,실적,6,주차,W25,0.0
quality,실적,6,주차,W26,0.0
quality,실적,6,주차,W27,0.0
quality,실적,7,주차,W27,0.0
quality,실적,7,주차,W28,0.0
quality,실적,7,주차,W29,0.0
quality,실적,7,주차,W30,0.0
quality,실적,7,주차,W31,0.0
quality,실적,8,주차,W31,0.0
quality,실적,8,주차,W32,0.0
quality,실적,8,주차,W33,0.0
quality,실적,8,주차,W34,0.0
quality,실적,8,주차,W35,0.0
quality,실적,8,주차,W36,0.0
quality,실적,9,주차,W36,0.0
quality,실적,9,주차,W37,0.0
quality,실적,9,주차,W38,0.0
quality,실적,9,주차,W39,0.0
quality,실적,9,주차,W40,0.0
quality,실적,10,주차,W40,0.0
quality,실적,10,주차,W41,0.0
quality,실적,10,주차,W42,0.0
quality,실적,10,주차,W43,0.0
quality,실적,10,주차,W44,0.0
quality,실적,11,주차,W45,0.0
quality,실적,11,주차,W46,0.0
quality,실적,11,주차,W47,0.0
quality,실적,11,주차,W48,0.0
quality,실적,11,주차,W49,0.0
quality,실적,12,주차,W49,0.0
quality,실적,12,주차,W50,0.0
quality,실적,12,주차,W51,0.0
quality,실적,12,주차,W52,0.0
quality,실적,12,주차,W53,0.0
fixed_cost,목표,1,월계,,73.54935799999998
fixed_cost,목표,2,월계,,130.411476
fixed_cost,목표,3,월계,,-22.81251599999996
fixed_cost,목표,4,월계,,90.91314000000011
fixed_cost,목표,5,월계,,0.0
fixed_cost,목표,6,월계,,0.0
fixed_cost,목표,7,월계,,0.0
fixed_cost,목표,8,월계,,0.0
fixed_cost,목표,9,월계,,0.0
fixed_cost,목표,10,월계,,0.0
fixed_cost,목표,11,월계,,0.0
fixed_cost,목표,12,월계,,0.0
fixed_cost,실적,1,월계,,316.953991
fixed_cost,실적,2,월계,,56.10783100000003
fixed_cost,실적,3,월계,,132.23796100000004
fixed_cost,실적,4,월계,,10.636001000000078
